GeneSymbol,ChemicalName,Organism,Interaction,InteractionActions,PubMedIDs,ChemicalID
CDKN1B,Fungal Polysaccharides,Homo sapiens,Fungal Polysaccharides results in increased expression of CDKN1B mRNA,increases^expression,24060681,D062610
CDKN1B,Fungal Polysaccharides,Homo sapiens,Fungal Polysaccharides results in increased expression of CDKN1B protein,increases^expression,24060681,D062610
CDKN1B,Gallic Acid,Homo sapiens,Gallic Acid results in increased expression of CDKN1B protein,increases^expression,22245431,D005707
CDKN1B,gamma-Tocopherol,Homo sapiens,gamma-Tocopherol results in decreased expression of CDKN1B protein,decreases^expression,12368234,D024504
CDKN1B,Gefitinib,Homo sapiens,[cucurbitacin B co-treated with Gefitinib] results in increased expression of CDKN1B protein,affects^cotreatment|increases^expression,26183715,D000077156
CDKN1B,Gefitinib,Homo sapiens,Gefitinib promotes the reaction [[Zoledronic Acid co-treated with 4-(5-(4-chlorophenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl)benzenesulfonamide] results in decreased expression of CDKN1B protein],affects^cotreatment|decreases^expression|increases^reaction,16322342,D000077156
CDKN1B,Gefitinib,Homo sapiens,Gefitinib results in decreased expression of CDKN1B,decreases^expression,14679152,D000077156
CDKN1B,Gefitinib,Homo sapiens,Gefitinib results in increased expression of CDKN1B protein,increases^expression,16740687|17513607|26183715,D000077156
CDKN1B,Gemcitabine,Homo sapiens,CDKN1B results in decreased susceptibility to Gemcitabine,decreases^response to substance,21652059,D000093542
CDKN1B,Genistein,Homo sapiens,Genistein results in increased expression of CDKN1B protein,increases^expression,15829497,D019833
CDKN1B,geraniol,Homo sapiens,CDKN1B protein results in increased susceptibility to geraniol,increases^response to substance,17138864,C007836
CDKN1B,geraniol,Homo sapiens,geraniol promotes the reaction [CDKN1B protein binds to and results in decreased activity of CDK2 protein],affects^binding|decreases^activity|increases^reaction,17138864,C007836
CDKN1B,geraniol,Homo sapiens,geraniol results in increased expression of CDKN1B protein,increases^expression,17138864|21371438,C007836
CDKN1B,gingerol,Homo sapiens,gingerol results in decreased expression of CDKN1B mRNA,decreases^expression,28249781,C007845
CDKN1B,Glucocorticoids,Homo sapiens,Glucocorticoids results in increased expression of CDKN1B protein,increases^expression,15034294,D005938
CDKN1B,Glucose,Homo sapiens,[Glucose co-treated with Deferoxamine] results in increased expression of CDKN1B mRNA,affects^cotreatment|increases^expression,33962019,D005947
CDKN1B,Glucose,Homo sapiens,Glucose results in increased expression of CDKN1B protein,increases^expression,33992720,D005947
CDKN1B,Glucose,Homo sapiens,Melatonin inhibits the reaction [[Glucose co-treated with Deferoxamine] results in increased expression of CDKN1B mRNA],affects^cotreatment|decreases^reaction|increases^expression,33962019,D005947
CDKN1B,Glyphosate,Homo sapiens,Glyphosate results in increased expression of CDKN1B mRNA,increases^expression,31295307,D000097797
CDKN1B,Gold,Homo sapiens,[Gold binds to Dimethyldithiocarbamate] which results in increased expression of CDKN1B protein,affects^binding|increases^expression,17079469,D006046
CDKN1B,Gold Compounds,Homo sapiens,Gold Compounds results in decreased expression of CDKN1B mRNA,decreases^expression,34973136,D017612
CDKN1B,GSK1210151A,Homo sapiens,GSK1210151A results in increased expression of CDKN1B protein,increases^expression,26254443,C568713
CDKN1B,Hemin,Homo sapiens,Hemin results in decreased degradation of CDKN1B protein,decreases^degradation,17283133,D006427
CDKN1B,Heparin,Homo sapiens,Heparin analog results in decreased expression of CDKN1B protein,decreases^expression,20201787,D006493
CDKN1B,Heparin,Homo sapiens,Heparin analog results in increased expression of CDKN1B protein,increases^expression,18057711,D006493
CDKN1B,hesperetin,Homo sapiens,hesperetin results in increased expression of CDKN1B,increases^expression,17927510,C013015
CDKN1B,Hesperidin,Homo sapiens,BIX 02189 promotes the reaction [Hesperidin results in increased expression of CDKN1B mRNA],increases^expression|increases^reaction,34984768,D006569
CDKN1B,Hesperidin,Homo sapiens,BIX 02189 promotes the reaction [Hesperidin results in increased expression of CDKN1B protein],increases^expression|increases^reaction,34984768,D006569
CDKN1B,Hesperidin,Homo sapiens,Hesperidin results in increased expression of CDKN1B mRNA,increases^expression,34984768,D006569
CDKN1B,Hesperidin,Homo sapiens,Hesperidin results in increased expression of CDKN1B protein,increases^expression,34984768,D006569
CDKN1B,hexabromocyclododecane,Homo sapiens,hexabromocyclododecane results in decreased expression of CDKN1B mRNA,decreases^expression,26804032,C089796
CDKN1B,hexabromocyclododecane,Homo sapiens,hexabromocyclododecane results in increased phosphorylation of CDKN1B protein,increases^phosphorylation,32466334,C089796
CDKN1B,Hexachlorobenzene,Homo sapiens,Hexachlorobenzene affects the reaction [CDKN1B protein binds to SRC protein],affects^binding|affects^reaction,28215542,D006581
CDKN1B,Hexachlorobenzene,Homo sapiens,Hexachlorobenzene promotes the reaction [CDKN1B protein binds to CCNE1 protein],affects^binding|increases^reaction,28215542,D006581
CDKN1B,hexamethylene bisacetamide,Homo sapiens,hexamethylene bisacetamide results in increased expression of CDKN1B mRNA,increases^expression,17349212,C014026
CDKN1B,Histamine,Homo sapiens,[HRH4 protein results in increased susceptibility to Histamine] which results in increased expression of CDKN1B protein,increases^expression|increases^response to substance,22363581,D006632
CDKN1B,homocastasterone,Homo sapiens,homocastasterone results in increased expression of CDKN1B protein,increases^expression,20833159,C070164
CDKN1B,Hydrazones,Homo sapiens,Hydrazones results in increased expression of CDKN1B protein,increases^expression,22056764,D006835
CDKN1B,Hydrochloric Acid,Homo sapiens,Hydrochloric Acid affects the localization of CDKN1B protein,affects^localization,20818264,D006851
CDKN1B,Hydroxyurea,Homo sapiens,Hydroxyurea results in increased expression of CDKN1B protein,increases^expression,10961388,D006918
CDKN1B,Hydroxyurea,Homo sapiens,[Valproic Acid co-treated with Hydroxyurea] results in increased expression of CDKN1B mRNA,affects^cotreatment|increases^expression,17653085,D006918
CDKN1B,hyperforin dicyclohexylammonium,Homo sapiens,hyperforin dicyclohexylammonium results in increased expression of CDKN1B protein,increases^expression,21376709,C559745
CDKN1B,ICG 001,Homo sapiens,ICG 001 results in decreased expression of CDKN1B mRNA,decreases^expression,26191083,C492448
CDKN1B,Imatinib Mesylate,Homo sapiens,[Vorinostat co-treated with Imatinib Mesylate] results in increased expression of CDKN1B protein,affects^cotreatment|increases^expression,12446442,D000068877
CDKN1B,importazole,Homo sapiens,importazole results in increased expression of CDKN1B protein,increases^expression,28811376,C568452
CDKN1B,indole-3-carbinol,Homo sapiens,indole-3-carbinol analog results in increased expression of CDKN1B protein,increases^expression,20570586,C016517
CDKN1B,indole-3-carbinol,Homo sapiens,indole-3-carbinol results in increased expression of CDKN1B,increases^expression,16082211,C016517
CDKN1B,indole-3-carbinol,Homo sapiens,indole-3-carbinol results in increased expression of CDKN1B protein,increases^expression,34085558,C016517
CDKN1B,Indomethacin,Homo sapiens,Indomethacin results in decreased expression of CDKN1B mRNA,decreases^expression,16984733,D007213
CDKN1B,Indomethacin,Homo sapiens,Indomethacin results in increased expression of CDKN1B mRNA,increases^expression,19428934,D007213
CDKN1B,Indomethacin,Homo sapiens,Indomethacin results in increased expression of CDKN1B protein,increases^expression,11260862|19428934,D007213
CDKN1B,Indomethacin,Homo sapiens,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of CDKN1B mRNA,affects^cotreatment|increases^expression,28628672,D007213
CDKN1B,Indomethacin,Homo sapiens,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol F] results in increased expression of CDKN1B mRNA,affects^cotreatment|increases^expression,28628672,D007213
CDKN1B,Indomethacin,Homo sapiens,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol S] results in increased expression of CDKN1B mRNA,affects^cotreatment|increases^expression,28628672,D007213
CDKN1B,inecalcitol,Homo sapiens,inecalcitol results in increased expression of CDKN1B protein,increases^expression,10825140,C409043
CDKN1B,ircinin-1,Homo sapiens,ircinin-1 results in increased expression of CDKN1B mRNA,increases^expression,16163705,C506002
CDKN1B,ircinin-1,Homo sapiens,ircinin-1 results in increased expression of CDKN1B protein,increases^expression,16163705,C506002
CDKN1B,isoeugenol,Homo sapiens,isoeugenol results in increased expression of CDKN1B protein,increases^expression,22686307,C036643
CDKN1B,Isoflavones,Homo sapiens,Isoflavones results in increased expression of CDKN1B protein,increases^expression,17374662,D007529
CDKN1B,isoliquiritigenin 2'-methyl ether,Homo sapiens,isoliquiritigenin 2'-methyl ether results in decreased expression of CDKN1B protein,decreases^expression,20040371,C550177
CDKN1B,isoprene,Homo sapiens,isoprene results in decreased expression of CDKN1B protein,decreases^expression,30236600,C005059
CDKN1B,isosilybin A,Homo sapiens,isosilybin A results in increased expression of CDKN1B protein,increases^expression,18435416,C523198
CDKN1B,Ivermectin,Homo sapiens,Ivermectin results in decreased expression of CDKN1B protein,decreases^expression,32959892,D007559
CDKN1B,Ivermectin,Homo sapiens,Ivermectin results in increased expression of CDKN1B protein,increases^expression,28811376,D007559
CDKN1B,(+)-JQ1 compound,Homo sapiens,[(+)-JQ1 compound co-treated with Vemurafenib] results in increased expression of CDKN1B protein,affects^cotreatment|increases^expression,27169980,C561695
CDKN1B,(+)-JQ1 compound,Homo sapiens,(+)-JQ1 compound results in decreased expression of CDKN1B mRNA,decreases^expression,26830473,C561695
CDKN1B,(+)-JQ1 compound,Homo sapiens,(+)-JQ1 compound results in increased expression of CDKN1B,increases^expression,26575167|27256375,C561695
CDKN1B,(+)-JQ1 compound,Homo sapiens,(+)-JQ1 compound results in increased expression of CDKN1B mRNA,increases^expression,24796395|25277525,C561695
CDKN1B,(+)-JQ1 compound,Homo sapiens,(+)-JQ1 compound results in increased expression of CDKN1B protein,increases^expression,23792448|24435446|24796395|25277525|26254443,C561695
CDKN1B,KH 1060,Homo sapiens,KH 1060 promotes the reaction [CDKN1B protein binds to CDK2 protein],affects^binding|increases^reaction,12907249,C074279
CDKN1B,KH 1060,Homo sapiens,KH 1060 results in increased expression of and results in decreased degradation of CDKN1B protein,decreases^degradation|increases^expression,12907249,C074279
CDKN1B,KH 1060,Homo sapiens,KH 1060 results in increased expression of CDKN1B mRNA,increases^expression,12907249,C074279
CDKN1B,labedipinedilol A,Homo sapiens,labedipinedilol A results in increased expression of CDKN1B protein,increases^expression,19056458,C500368
CDKN1B,lactacystin,Homo sapiens,lactacystin inhibits the reaction [Estradiol results in increased degradation of CDKN1B protein],decreases^reaction|increases^degradation,17283133|23029392,C067713
CDKN1B,lactacystin,Homo sapiens,lactacystin results in increased expression of CDKN1B protein,increases^expression,12149143,C067713
CDKN1B,Lactic Acid,Homo sapiens,Lactic Acid results in increased expression of CDKN1B mRNA,increases^expression,30851411,D019344
CDKN1B,Lamivudine,Homo sapiens,[Zidovudine co-treated with Lamivudine] results in decreased expression of CDKN1B mRNA,affects^cotreatment|decreases^expression,15784690,D019259
CDKN1B,Lapatinib,Homo sapiens,[afimoxifene co-treated with Lapatinib] promotes the reaction [CDKN1B protein binds to and results in decreased activity of [CCNE1 protein binds to CDK2 protein]],affects^binding|affects^cotreatment|decreases^activity|increases^reaction,15665275,D000077341
CDKN1B,Lapatinib,Homo sapiens,[afimoxifene co-treated with Lapatinib] results in increased expression of CDKN1B protein,affects^cotreatment|increases^expression,15665275,D000077341
CDKN1B,Lapatinib,Homo sapiens,Bortezomib promotes the reaction [Lapatinib results in increased expression of CDKN1B protein],increases^expression|increases^reaction,20701607,D000077341
CDKN1B,Lapatinib,Homo sapiens,Lapatinib inhibits the reaction [sodium arsenite results in decreased expression of CDKN1B protein],decreases^expression|decreases^reaction,32890875,D000077341
CDKN1B,Lapatinib,Homo sapiens,Lapatinib promotes the reaction [Bortezomib results in increased expression of CDKN1B protein],increases^expression|increases^reaction,20701607,D000077341
CDKN1B,Lapatinib,Homo sapiens,Lapatinib promotes the reaction [CDKN1B protein binds to and results in decreased activity of [CCNE1 protein binds to CDK2 protein]],affects^binding|decreases^activity|increases^reaction,15665275,D000077341
CDKN1B,Lapatinib,Homo sapiens,Lapatinib results in increased expression of CDKN1B protein,increases^expression,15665275|20701607,D000077341
CDKN1B,licochalcone B,Homo sapiens,licochalcone B results in increased expression of CDKN1B protein,increases^expression,35948134,C541528
CDKN1B,linalool,Homo sapiens,linalool results in increased expression of CDKN1B mRNA,increases^expression,19922762,C018584
CDKN1B,Lithium Chloride,Homo sapiens,Lithium Chloride results in decreased expression of CDKN1B mRNA,decreases^expression,17440966,D018021
CDKN1B,Lovastatin,Homo sapiens,Lovastatin results in increased expression of CDKN1B protein,increases^expression,10502407|15118409|18034278,D008148
CDKN1B,LQFM166,Homo sapiens,LQFM166 results in increased expression of CDKN1B protein,increases^expression,30057354,C000628228
CDKN1B,Luteolin,Homo sapiens,Luteolin results in increased expression of CDKN1B protein,increases^expression,11322924,D047311
CDKN1B,LY 293111,Homo sapiens,LY 293111 results in increased expression of CDKN1B protein,increases^expression,16151469,C094099
CDKN1B,maxacalcitol,Homo sapiens,maxacalcitol results in increased expression of CDKN1B protein,increases^expression,16039115,C051883
CDKN1B,Medroxyprogesterone Acetate,Homo sapiens,Estradiol promotes the reaction [Medroxyprogesterone Acetate results in increased expression of CDKN1B protein],increases^expression|increases^reaction,17283133,D017258
CDKN1B,Medroxyprogesterone Acetate,Homo sapiens,Medroxyprogesterone Acetate results in increased expression of CDKN1B protein,increases^expression,17283133,D017258
