Name,SMILES,Total Molweight,cLogP,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Rotatable Bonds,Senotherapeutics:
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,488.014,3.6259,9,3,361.62,0.30261,7,1
Daunorubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,527.524,1.094,11,5,360.66,0.37928,4,1
Demeclocycline,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,464.857,-1.0468,10,6,296.53,0.41628,2,1
Dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,392.465,1.2884,5,3,268.83,0.2432,2,1
Dicumarol,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,336.298,2.588,6,2,233.82,0.30913,2,1
Digitoxin,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,764.946,2.7475,13,5,533.62,0.27836,7,1
Dipyridamole,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,504.634,0.7916,12,4,390.18,0.28315,12,1
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,807.887,2.609,15,5,568.96,0.31471,13,1
Doxorubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,543.523,0.1673,12,6,368.51,0.40675,5,1
Doxycycline,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,444.439,-1.0999,10,6,292.11,0.42258,2,1
EPZ004777,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C(N=CN=C43)N)O)O,539.679,2.65,11,5,412.28,0.29055,10,1
ETP-45299,CC1=CC2=NC=C(N2N=C1NCC3=CC=C(C=C3)OC)C(=O)NC4=CC=CC=C4,387.442,2.4542,7,2,304.5,0.2491,6,1
Ecdysterone,CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O,480.639,2.0578,7,6,338.49,0.27073,5,1
Ellagic Acid,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,302.194,1.2774,8,4,186.92,0.52686,0,1
Epirubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,543.523,0.1673,12,6,368.51,0.40675,5,1
Eptifibatide,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,831.974,-2.858,20,10,611.27,0.46552,10,1
Erythromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,733.933,1.6719,14,5,543.7,0.28532,7,1
Everolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,958.235,6.4181,15,3,754.43,0.22275,9,1
FR 173657,CC1=NC2=C(C=CC=C2OCC3=C(C=CC(=C3Cl)N(C)C(=O)CNC(=O)C=CC4=CN=C(C=C4)NC(=O)C)Cl)C=C1,592.481,4.7976,9,2,443.01,0.22015,9,1
FR 180204,C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N,327.35,1.1184,7,2,245.76,0.32996,2,1
FR900359,CCC(=O)NC(C(C(C)C)O)C(=O)OC(C1C(=O)N(C(C(=O)OC(C(C(=O)OC(C(=O)N(C(=C)C(=O)NC(C(=O)N(C(C(=O)N1)C)C)C)C)CC2=CC=CC=C2)NC(=O)C)C(C)C)C(C)OC)C)C(C)C,1002.17,0.5292,22,5,769.52,0.31187,15,1
"FSL-1 lipoprotein, synthetic",CCCCCCCCCCCCCCCC(=O)OCC(CSCC(C(=O)NCC(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)NC(CC4=CC=CC=C4)C(=O)O)N)OC(=O)CCCCCCCCCCCCCCC,1666.18,1.5171,32,14,1345.5,0.30055,69,1
Filipin,CCCCCC(C1C(CC(CC(CC(CC(CC(CC(C(=CC=CC=CC=CC=CC(C(OC1=O)C)O)C)O)O)O)O)O)O)O)O,654.835,3.9167,11,9,527.49,0.26719,5,1
Floxacillin,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,453.877,2.8046,8,2,299.78,0.36627,4,1
Fluorescein-5-isothiocyanate,C1=CC2=C(C=C1N=C=S)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,389.386,4.9759,6,2,271.92,0.36316,1,1
Folic Acid,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,441.403,-1.646,13,6,320.39,0.50395,9,1
GDP 366,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=NC=NC(=C34)N,375.455,3.9504,6,3,282.29,0.33133,3,1
GLX351322,CCOC(=O)C1=C(SC2=C1CCC2)NC(=O)CN3CCN(CC3)C(=O)C4=CC=CO4,431.512,2.6147,8,1,323.06,0.3162,7,1
GSK-2816126,CCC(C)N1C=C(C2=C(C=C(C=C21)C3=CN=C(C=C3)N4CCNCC4)C(=O)NCC5=C(C=C(NC5=O)C)C)C,526.683,3.9615,8,3,412.75,0.1983,7,1
GSK0660,COC1=C(C=CC(=C1)NC2=CC=CC=C2)NS(=O)(=O)C3=C(SC=C3)C(=O)OC,418.493,3.1987,7,2,302.49,0.34679,7,1
GSK1210151A,CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)C(C)C5=CC=CC=N5)OC,415.452,2.7788,8,1,310.9,0.27362,4,1
GSK2141795,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl,429.253,2.4936,6,2,303.98,0.23594,6,1
GSK343,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC(=NC=C4)N5CCN(CC5)C)C(C)C,541.698,3.5319,9,2,424.11,0.20021,8,1
GSK690693,CCN1C2=C(C(=NC=C2OCC3CCCNC3)C#CC(C)(C)O)N=C1C4=NON=C4N,425.491,1.8279,10,3,336.43,0.3409,6,1
GSK923295,CC(C)OC1=C(C=C(C=C1)C(=O)NC(CC2=CC=C(C=C2)C3=CN4C=CC=C(C4=N3)C(C)O)CNC(=O)CN(C)C)Cl,592.138,3.3668,9,3,457.36,0.20677,12,1
GW 501516,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)C)OCC(=O)O,453.504,5.0084,4,1,320.57,0.26503,8,1
GW 506033X,C1=CC2=C(C3=C1NC(=O)C3=CC4=CN=CN4)SC=N2,268.3,0.4343,5,2,191.07,0.42283,1,1
GW8510,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=CC3=C(NC4=C3C5=C(C=C4)N=CS5)O,449.514,2.6825,8,3,316.16,0.38253,4,1
Genistein,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,270.239,1.6272,5,3,191.03,0.32634,1,1
Geraniin,C1C2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C7C(=CC(=O)C(C7(O)O)(O6)O)C(=O)O3)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O,952.646,0.1999,27,14,584.73,0.56717,3,1
Glutathione Disulfide,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,612.636,-9.2294,18,10,438.84,0.61088,21,1
Glyburide,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,494.01,3.9494,8,3,364.48,0.27173,7,1
Glycyrrhizic Acid,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,822.938,0.9825,16,8,552.63,0.3564,7,1
Goserelin,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,1269.43,-4.3218,32,17,959.01,0.4109,33,1
Gossypol,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O,518.56,6.5618,8,6,377.96,0.27696,5,1
Guanosine Diphosphate,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,443.201,-8.4282,16,7,267.97,0.74135,6,1
Guanosine Triphosphate,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,523.18,-10.886,19,8,308.09,0.77503,8,1
HTS 466284,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4,272.31,2.3687,4,1,213.23,0.21995,2,1
Heme,CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2],616.497,5.0256,8,4,435.19,0.23151,8,1
Hesperidin,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,610.563,-0.814,15,8,410.61,0.43311,7,1
IC 87114,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C=NC5=C(N=CN=C54)N,397.441,2.2895,8,1,297.18,0.2798,3,1
ICG 001,C1CN(C2CN(C(=O)C(N2C1=O)CC3=CC=C(C=C3)O)CC4=CC=CC5=CC=CC=C54)C(=O)NCC6=CC=CC=C6,548.641,4.3663,8,2,409.9,0.18134,6,1
INCB054329,CC1=C(C(=NO1)C)C2=C3C4=C(C=C2)NC(=O)N4C(CO3)C5=CC=CC=N5,348.361,2.3432,7,1,253.28,0.29256,2,1
INCB057643,CC1(C(=O)N(C2=CC(=CC(=C2O1)C3=CN(C(=O)C4=C3C=CN4)C)S(=O)(=O)C)C)C,415.469,0.5127,8,1,286.69,0.2991,2,1
Indinavir,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,613.8,2.8457,9,4,476.03,0.19593,12,1
Indirubin E804,C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=NOCCC(CO)O,365.388,2.734,7,4,272.46,0.31678,6,1
Insulin,CCC(C)C1C(=O)NC2CSSCC(C(=O)NC(CSSCC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CO)CC(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(C)C)CCC(=O)O)CC(=O)N)CC4=CC=C(C=C4)O)C(=O)NC(CC(=O)N)C(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC5=CC=CC=C5)C(=O)NC(CC6=CC=CC=C6)C(=O)NC(CC7=CC=C(C=C7)O)C(=O)NC(C(C)O)C(=O)N8CCCC8C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)O)C(C)C)CC(C)C)CC9=CC=C(C=C9)O)CC(C)C)C)CCC(=O)O)C(C)C)CC(C)C)CC2=CNC=N2)CO)NC(=O)C(CC(C)C)NC(=O)C(CC2=CNC=N2)NC(=O)C(CCC(=O)N)NC(=O)C(C(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC2=CC=CC=C2)N)C(=O)NC(C(=O)NC(C(=O)N1)CO)C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)CN,5793.62,-27.899,142,78,4343.0,0.43594,125,1
Iohexol,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,821.127,-1.4618,12,8,408.99,0.35255,12,1
Ionomycin,CC(CCC(=O)O)CC(C)CC(C)C(=O)C=C(C(C)CC(C)CC=CC(C)C(C(C)C(CC1CCC(O1)(C)C2CCC(O2)(C)C(C)O)O)O)O,709.014,7.4687,9,5,569.74,0.19584,22,1
Iopamidol,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,777.075,-1.1908,11,8,376.28,0.36941,10,1
Irinotecan,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,586.687,3.5596,10,1,423.56,0.22155,5,1
Ivermectin,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,875.102,5.41,14,3,648.69,0.23484,8,1
JBIR-99,CC1=CC23CC4=CC(=C5C(=C6C(=O)CCC(C6(OC5=C4C1C(=O)C2=C(C7=C(C3OC(=O)C)C=CC=C7O)O)C(=O)OC)O)O)O,616.573,2.7846,12,5,405.2,0.36441,4,1
JNK-IN-8,CC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)NC(=O)C=CCN(C)C)NC3=NC=CC(=N3)C4=CN=CC=C4,507.596,3.8908,9,3,406.04,0.2387,9,1
JTE 013,CC1=NN(C2=C1C(=CC(=N2)NNC(=O)NC3=CC(=NC(=C3)Cl)Cl)C(C)C)C,408.292,4.2542,8,3,297.61,0.293,4,1
JTE 907,CCCCCOC1=C(C=CC2=C1NC(=O)C(=C2)C(=O)NCC3=CC4=C(C=C3)OCO4)OC,438.478,3.2237,8,2,336.23,0.2647,9,1
Josamycin,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,828.002,3.0585,16,3,635.97,0.27519,14,1
KCC 009,C1C(ON=C1Br)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)OCC3=CC=CC=C3,476.326,2.749,8,3,325.93,0.28721,9,1
KN 62,CN(C(CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5)S(=O)(=O)C6=CC=CC7=C6C=CN=C7,721.857,4.8691,11,0,515.13,0.21895,9,1
Ku 0063794,CC1CN(CC(O1)C)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5,465.552,2.4865,9,1,351.95,0.23614,5,1
L 685458,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)N)NC(=O)C(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OC(C)(C)C)O,672.864,4.994,10,5,538.54,0.23194,19,1
LGK974,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4,396.453,2.3943,7,1,313.83,0.25284,5,1
LR-90,CC(C)(C(=O)O)OC1=CC=C(C=C1)NC(=O)NC2=C(C=C(C=C2)CC3=CC(=C(C=C3)NC(=O)NC4=CC=C(C=C4)OC(C)(C)C(=O)O)Cl)Cl,709.581,6.5701,12,6,516.54,0.27917,12,1
LY 117018,C1CCN(C1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,459.565,5.2563,5,2,343.13,0.21318,7,1
LY-2157299,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N,369.427,3.2898,6,1,279.17,0.2439,3,1
Lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,581.066,4.7281,8,2,424.92,0.22957,11,1
Leucovorin,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,473.445,-2.2121,14,7,340.09,0.49272,9,1
Leuprolide,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,1209.42,-1.8887,28,15,927.13,0.37135,32,1
Liraglutide,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC6=CN=CN6)N)C(=O)O,3751.25,-13.078,94,54,2891.5,0.41038,130,1
Lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,628.811,4.847,9,4,501.42,0.19973,15,1
Lovastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,404.545,3.895,5,1,317.66,0.1863,7,1
Luteolin,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.238,1.99,6,4,197.38,0.38221,1,1
MK 2206,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,407.476,3.8716,6,2,300.23,0.21917,3,1
Melitten,CCC(C)C(C(=O)NCC(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CO)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(C(C)CC)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)CN,2846.5,-10.866,70,41,2229.4,0.39856,97,1
Meloxicam,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,351.406,1.9072,7,2,236.1,0.42804,2,1
Meropenem,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O,383.468,-3.1042,8,3,262.98,0.38547,5,1
Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,454.446,-1.2285,13,5,333.45,0.46409,9,1
Methylprednisolone,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,374.475,1.4107,5,3,264.57,0.24712,2,1
Minocycline,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,457.481,-1.0304,10,5,310.84,0.36639,3,1
Miransertib,C1CC(C1)(C2=CC=C(C=C2)N3C4=C(C=CC(=N4)C5=CC=CC=C5)N=C3C6=C(N=CC=C6)N)N,432.53,4.1126,6,2,327.85,0.21449,4,1
Mitomycin,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,334.331,-1.8035,9,3,227.5,0.50475,4,1
Monensin,CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)O)OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C,670.877,2.7189,11,4,487.47,0.25733,10,1
Monocrotaline,CC1C(=O)OC2CCN3C2C(=CC3)COC(=O)C(C1(C)O)(C)O,325.36,-0.1378,7,2,226.35,0.33501,0,1
Mycophenolic Acid,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,320.34,2.297,6,2,244.49,0.29564,6,1
N'-(3-bromo-4-hydroxybenzylidene)-2-(9-oxo-10(9H)-acridinyl)acetohydrazide,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2CC(=O)NN=CC4=CC(=C(C=C4)O)Br,450.291,4.6874,6,2,300.04,0.21897,4,1
"N-((2-(hydroxyaminocarbonyl)methyl)-4-methylpentanoyl)-3-(2'-naphthyl)alanylalanine, 2-aminoethylamide",CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CC2=CC=CC=C2C=C1)C(=O)NC(C)C(=O)N,456.541,1.2889,9,5,356.17,0.32263,11,1
"N-(3-chloro-7-indolyl)-1,4-benzenedisulphonamide",C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N)NC=C2Cl,385.851,1.3681,7,3,249.75,0.39191,3,1
N-(4-((3-(2-amino-4-pyrimidinyl)-2-pyridinyl)oxy)phenyl)-4-(4-methyl-2-thienyl)-1-phthalazinamine,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,503.589,5.6489,8,2,378.88,0.29545,6,1
"N-(4-(2-amino-3-chloropyridin-4-yloxy)-3-fluorophenyl)-4-ethoxy-1-(4-fluorophenyl)-2-oxo-1,2-dihydropyridine-3-carboxamide",CCOC1=C(C(=O)N(C=C1)C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C(=NC=C4)N)Cl)F,512.899,3.4206,8,2,367.38,0.23771,7,1
"N-(4-(2-ethyl-4-(3-methylphenyl)-1,3-thiazol-5-yl)-2-pyridyl)benzamide",CCC1=NC(=C(S1)C2=CC(=NC=C2)NC(=O)C3=CC=CC=C3)C4=CC=CC(=C4)C,399.517,5.7396,4,1,313.49,0.21308,5,1
N-(4-(N-(3-methoxypyrazin-2-yl)sulfamoyl)phenyl)-3-(5-nitrothiophene-2-yl)acrylamide,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C=CC3=CC=C(S3)[N+](=O)[O-],461.478,1.201,11,2,327.92,0.44907,7,1
N-(cyanomethyl)-4-(2-((4-(4-morpholinyl)phenyl)amino)-4-pyrimidinyl)benzamide,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,414.468,2.5062,8,2,328.28,0.25896,6,1
N-Formylmethionine Leucyl-Phenylalanine,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O,437.559,0.8317,8,4,346.09,0.33844,13,1
"N-acetylglucosaminono-1,5-lactone O-(phenylcarbamoyl)oxime",CC(=O)NC1C(C(C(OC1=NOC(=O)NC2=CC=CC=C2)CO)O)O,353.33,-0.507,10,5,256.22,0.46761,5,1
NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,663.428,-12.767,21,7,422.53,0.59153,11,1
NADP,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,743.407,-16.01,24,8,462.65,0.62695,13,1
NE-52-qq57,CCC1=NN2C(=CC(=NC2=C1CC3=CC=C(C=C3)C4=NN=C(O4)C5CCNCC5)C)C,416.527,3.5314,7,1,332.56,0.23274,5,1
NSC 689534,C1=CC=NC(=C1)CN(CC2=CC=CC=N2)C(=S)NN=CC3=CC=CC=N3,362.46,2.1455,6,1,295.81,0.29556,6,1
NSC 74859,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O,365.361,1.1457,8,3,257.28,0.3977,6,1
NSC-87877,C1=CC2=C(C=C(C(=C2N=C1)O)N=NC3=CC4=C(C=C3)C=C(C=C4)S(=O)(=O)O)S(=O)(=O)O,459.458,0.5679,10,3,300.21,0.43453,4,1
NSC668394,C1=CC2=C(C(=O)C(=CC2=O)NCCC3=CC(=C(C(=C3)Br)O)Br)N=C1,452.101,2.8993,5,2,261.08,0.23598,4,1
