Name,SMILES,Interacts with,Interaction,InteractionActions,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens
brazilein,C1C2=CC(=C(C=C2C3=C4C=CC(=O)C=C4OCC31O)O)O,CCND1,brazilein results in decreased expression of CCND1 mRNA,decreases^expression,284.266,284.266,284.068475,0.6189,-1.811,5,3,191.62,0.32533,86.99,2.441,none,none,high,none,0.52381,0.15798,0.93689,1,21,5,0,5,1,0,4,6,7,4,3,1,0,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0
tetracycline CMT-3,C1C2CC3=C(C(=CC=C3)O)C(=C2C(=O)C4(C1CC(=O)C(=C4O)C(=O)N)O)O,AKT1,[Celecoxib co-treated with tetracycline CMT-3] results in decreased phosphorylation of AKT1 protein,affects^cotreatment|decreases^phosphorylation,371.344,371.344,371.100504,-0.2949,-2.168,8,5,242.46,0.44044,158.15,2.5046,none,none,high,none,0.44444,0.28465,0.99782,1,27,8,0,8,3,1,4,6,10,4,4,0,1,3,1,1,3,1,0,0,0,1,0,0,0,0,0,0
pomalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,FOXO1,afuresertib affects the reaction [[pomalidomide co-treated with Dexamethasone] affects the phosphorylation of FOXO1 protein],affects^cotreatment|affects^phosphorylation|affects^reaction,273.247,273.247,273.074957,-0.5679,-2.214,7,2,187.56,0.43954,109.57,4.2847,high,none,low,none,0.5,0.27231,0.83887,1,20,7,0,7,1,1,3,6,3,3,1,2,1,2,1,0,0,1,1,2,0,2,1,0,1,0,0,0
MK 2206,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,CCND1,MK 2206 inhibits the reaction [cyanoginosin LR results in increased expression of CCND1 protein],decreases^reaction|increases^expression,407.476,407.476,407.17461,3.8716,-7.24,6,2,300.23,0.21917,83.61,2.4505,none,none,none,none,0.48387,0.3186,0.92982,1,31,6,0,6,0,3,6,18,5,6,3,3,1,3,3,1,1,2,0,2,1,1,1,1,0,1,1,0
Miransertib,C1CC(C1)(C2=CC=C(C=C2)N3C4=C(C=CC(=N4)C5=CC=CC=C5)N=C3C6=C(N=CC=C6)N)N,AKT1,AKT activator SC79 inhibits the reaction [[Miransertib co-treated with FASLG protein] results in decreased phosphorylation of AKT1 protein],affects^cotreatment|decreases^phosphorylation|decreases^reaction,432.53,432.53,432.206244,4.1126,-9.696,6,2,327.85,0.21449,95.64,-0.39442,none,none,none,none,0.45455,0.31732,0.92681,1,33,6,0,6,0,4,6,27,5,6,3,3,1,1,5,1,1,2,0,0,3,0,2,1,1,4,1,0
olaparib,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,TP53,[Fluorouracil co-treated with olaparib] results in increased expression of TP53 protein,affects^cotreatment|increases^expression,434.47,434.47,434.175419,3.1669,-4.454,7,1,315.97,0.21898,82.08,8.3247,none,none,none,none,0.53125,0.48054,0.86725,1,32,8,0,8,0,4,5,12,8,5,3,2,2,3,2,1,1,2,1,2,0,2,0,0,0,0,0,0
capsazepine,C1CC2=CC(=C(C=C2CN(C1)C(=S)NCCC3=CC=C(C=C3)Cl)O)O,AKT1,capsazepine inhibits the reaction [Capsaicin results in increased phosphorylation of AKT1 protein],decreases^reaction|increases^phosphorylation,376.907,376.907,376.101225,3.6655,-3.873,4,3,284.67,0.24312,87.82,1.1299,none,none,none,none,0.64,0.53722,0.78235,1,25,6,0,6,0,3,3,12,9,3,2,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0
ruxolitinib,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,TP53,[ruxolitinib co-treated with Arsenic Trioxide] results in increased expression of TP53 mRNA,affects^cotreatment|increases^expression,306.372,306.372,306.159294,1.6767,-3.921,6,1,244.68,0.27518,83.18,-5.579,none,none,none,none,0.47826,0.39832,0.85592,1,23,6,0,6,1,4,4,14,7,4,1,3,1,1,3,1,1,0,0,0,3,0,0,0,0,5,0,0
SRT2183,C1CN(CC1O)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=CC6=CC=CC=C6C=C5,TP53,[Panobinostat co-treated with SRT2183] results in increased acetylation of TP53 protein,affects^cotreatment|increases^acetylation,468.58,468.58,468.161996,4.4407,-5.088,6,2,347.23,0.23163,98.11,5.6637,none,none,none,none,0.55882,0.36919,0.88521,1,34,7,0,7,1,5,6,24,7,6,3,3,1,1,5,0,0,3,1,1,2,1,1,1,0,2,2,0
capivasertib,C1CN(CCC1(C(=O)NC(CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,AKT1,capivasertib results in increased phosphorylation of AKT1 protein,increases^phosphorylation,428.923,428.923,428.172751,1.1671,-4.645,8,4,316.48,0.2918,120.16,5.9489,none,none,none,none,0.53333,0.36829,0.86492,1,30,9,0,9,1,6,4,15,10,4,1,3,1,1,3,0,0,1,1,1,2,1,2,1,1,3,1,0
4-(4-(3-(pyridin-2-yl)-1H-pyrazol-4-yl)pyridin-2-yl)-N-(tetrahydro-2H-pyran-4-yl)benzamide,C1COCCC1NC(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5,SMAD2,4-(4-(3-(pyridin-2-yl)-1H-pyrazol-4-yl)pyridin-2-yl)-N-(tetrahydro-2H-pyran-4-yl)benzamide inhibits the reaction [ochratoxin A results in increased expression of SMAD2 mRNA],decreases^reaction|increases^expression,425.491,425.491,425.185175,2.6325,-4.623,7,2,331.64,0.24545,92.79,0.88006,none,none,none,none,0.59375,0.42418,0.87019,1,32,7,0,7,0,5,5,23,6,5,1,4,1,1,4,0,0,1,1,1,3,1,0,0,0,4,0,0
N-(cyanomethyl)-4-(2-((4-(4-morpholinyl)phenyl)amino)-4-pyrimidinyl)benzamide,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,CCND1,N-(cyanomethyl)-4-(2-((4-(4-morpholinyl)phenyl)amino)-4-pyrimidinyl)benzamide results in decreased expression of CCND1 protein,decreases^expression,414.468,414.468,414.180424,2.5062,-4.795,8,2,328.28,0.25896,103.17,-1.8738,high,high,none,none,0.67742,0.49414,0.77872,1,31,8,0,8,0,6,4,18,6,4,2,2,1,1,3,0,0,2,1,1,1,1,2,0,2,2,0,0
PI103,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O,TP53,PI103 inhibits the reaction [Doxorubicin results in increased expression of TP53 protein],decreases^reaction|increases^expression,348.361,348.361,348.122241,2.5871,-5.694,7,1,256.38,0.28735,84.51,1.1336,none,none,none,none,0.42308,0.27913,0.93194,1,26,7,0,7,0,2,5,19,6,5,1,4,1,1,4,0,0,1,1,1,3,0,1,0,1,3,0,0
"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,MYC,"[NOG protein co-treated with trichostatin A co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of MYC mRNA",affects^cotreatment|decreases^expression,384.394,384.394,384.122241,3.252,-5.829,7,2,286.16,0.29438,103.12,1.3792,none,none,none,none,0.48276,0.3416,0.89147,1,29,7,0,7,0,4,5,23,3,5,2,3,0,1,4,0,0,2,0,1,2,1,0,0,0,3,0,0
acalabrutinib,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,IL6,acalabrutinib results in decreased expression of IL6 protein,decreases^expression,465.516,465.516,465.191323,2.6784,-7.187,9,2,362.43,0.26824,118.51,0.27903,none,none,none,none,0.54286,0.32311,0.94206,1,35,9,0,9,1,4,5,21,5,5,1,4,1,1,4,0,0,1,1,1,3,2,1,0,1,4,2,0
Rotenone,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,TP53,GAPDH protein polymorphism promotes the reaction [Rotenone results in increased expression of TP53 protein],increases^expression|increases^reaction,394.422,394.422,394.14164,4.5323,-5.023,6,0,284.82,0.22133,63.22,-13.554,none,none,high,none,0.51724,0.17373,0.97949,1,29,6,0,6,3,3,5,12,13,5,2,3,0,3,2,0,0,2,0,3,0,0,0,0,0,0,0,0
auriculasin,CC(=CCC1=C2C(=C(C3=C1OC=C(C3=O)C4=CC(=C(C=C4)O)O)O)C=CC(O2)(C)C)C,TP53,TNFRSF10B protein affects the reaction [[TNFSF10 protein co-treated with auriculasin] results in increased expression of TP53 protein],affects^cotreatment|affects^reaction|increases^expression,420.46,420.46,420.15729,4.6764,-4.925,6,3,311.95,0.2319,96.22,-1.41,none,none,high,none,0.45161,0.313,0.9493,1,31,6,0,6,0,3,4,12,11,4,2,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0
pomiferin,CC(=CCC1=C2C(=C3C(=C1O)C(=O)C(=CO3)C4=CC(=C(C=C4)O)O)C=CC(O2)(C)C)C,TXN,pomiferin results in increased expression of TXN mRNA,increases^expression,420.46,420.46,420.15729,4.6764,-4.925,6,3,311.95,0.2319,96.22,-1.41,none,none,none,none,0.45161,0.313,0.9493,1,31,6,0,6,0,3,4,12,11,4,2,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0
SP2509,CC(=NNC(=O)C1=CC(=CC=C1)S(=O)(=O)N2CCOCC2)C3=C(C=CC(=C3)Cl)O,CCNA2,SP2509 results in decreased expression of CCNA2 mRNA,decreases^expression,437.903,437.903,437.081219,2.4426,-3.727,8,2,309.65,0.29466,116.68,0.12142,none,none,none,none,0.55172,0.44757,0.80446,1,29,10,0,10,0,4,3,12,8,3,2,1,1,1,2,0,0,2,1,1,0,1,0,0,0,0,0,0
"N-acetylglucosaminono-1,5-lactone O-(phenylcarbamoyl)oxime",CC(=O)NC1C(C(C(OC1=NOC(=O)NC2=CC=CC=C2)CO)O)O,MAP2K1,"[N-acetylglucosaminono-1,5-lactone O-(phenylcarbamoyl)oxime co-treated with 2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine] results in decreased phosphorylation of MAP2K1 protein",affects^cotreatment|decreases^phosphorylation,353.33,353.33,353.122302,-0.507,-2.538,10,5,256.22,0.46761,149.71,-9.0137,high,low,high,none,0.52,0.42885,0.8075,1,25,10,0,10,4,5,2,6,11,2,1,1,1,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0
Colchicine,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TP53,TP53 protein affects the reaction [Colchicine results in increased phosphorylation of JUN protein],affects^reaction|increases^phosphorylation,399.442,399.442,399.168189,1.863,-3.046,7,1,308.67,0.25121,83.09,1.024,none,none,high,none,0.41379,0.28152,0.96072,1,29,7,0,7,1,5,3,6,12,3,3,0,1,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0
bisoxatin acetate,CC(=O)OC1=CC=C(C=C1)C2(C(=O)NC3=CC=CC=C3O2)C4=CC=C(C=C4)OC(=O)C,TP53,bisoxatin acetate affects the activity of TP53 protein,affects^activity,417.416,417.416,417.121239,3.2815,-4.805,7,1,308.92,0.26084,90.93,2.1295,none,high,high,none,0.48387,0.39034,0.83313,1,31,7,0,7,0,6,4,18,6,4,3,1,0,1,3,0,0,3,0,1,0,1,0,0,0,0,0,0
nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],STAT3,nitazoxanide results in decreased phosphorylation of STAT3 protein,decreases^phosphorylation,307.285,307.285,307.026292,1.6871,-3.771,8,1,220.61,0.4954,142.35,-3.7799,none,none,none,none,0.57143,0.40911,0.7473,1,21,9,0,9,0,5,2,11,3,2,1,1,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0
cinobufotalin,CC(=O)OC1C(C2(CCC3C(C24C1O4)CCC5(C3(CCC(C5)O)C)O)C)C6=COC(=O)C=C6,JUN,cinobufotalin results in decreased expression of JUN protein,decreases^expression,458.549,458.549,458.230455,1.5083,-4.405,7,2,319.3,0.28165,105.59,-0.50771,none,none,none,none,0.45455,0.30605,1.0252,1,33,7,0,7,10,3,6,0,25,7,4,3,6,7,0,4,4,0,2,3,0,0,0,0,0,0,0,0
Colforsin,CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O,TP53,Colforsin results in increased expression of TP53 protein,increases^expression,410.505,410.505,410.230455,1.3206,-3.105,7,3,288.98,0.29545,113.29,-4.6773,none,high,none,low,0.34483,0.41256,1.024,1,29,7,0,7,8,3,3,0,23,3,2,1,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0
Wortmannin,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C,TP53,Wortmannin inhibits the reaction [2-chloroethyl ethyl sulfide results in increased phosphorylation of TP53 protein],decreases^reaction|increases^phosphorylation,428.436,428.436,428.14712,1.6247,-4.376,8,0,295.27,0.32604,109.11,0.96941,none,none,none,none,0.35484,0.26975,1.0714,1,31,8,0,8,5,4,5,5,16,5,3,2,2,4,1,1,3,0,1,1,1,0,0,0,0,0,0,0
gedunin,CC(=O)OC1CC2C(C(=O)C=CC2(C3C1(C45C(O4)C(=O)OC(C5(CC3)C)C6=COC=C6)C)C)(C)C,CDK2,gedunin results in decreased expression of CDK2 mRNA,decreases^expression,482.571,482.571,482.230455,2.8838,-4.768,7,0,342.24,0.26554,95.34,-1.1533,none,none,none,none,0.37143,0.33773,1.0855,1,35,7,0,7,9,3,6,5,22,7,3,4,5,6,1,2,3,0,3,3,1,0,0,0,0,0,0,0
Cephalothin,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,TP53,Cephalothin results in increased expression of TP53 protein,increases^expression,396.443,396.443,396.044978,0.5912,-2.068,8,2,270.26,0.47406,166.55,12.148,none,none,none,none,0.57692,0.46091,0.91217,1,26,10,0,10,2,7,3,5,9,3,0,3,1,2,1,0,0,0,1,2,1,2,0,0,0,0,0,1
crenigacestat,CC(C(=O)NC1C2=CC=CC=C2C3=C(N=CC=C3)N(C1=O)CCO)NC(=O)CCC(F)(F)F,TP53,crenigacestat inhibits the reaction [Homoharringtonine results in increased expression of TP53 protein],decreases^reaction|increases^expression,464.443,464.443,464.16714,1.737,-4.743,8,3,332.86,0.26936,111.63,-7.7575,none,none,none,none,0.45455,0.44699,0.93194,1,33,11,0,11,2,8,3,12,9,3,1,2,0,1,2,0,0,1,0,1,1,3,0,0,0,1,0,0
darbufelone,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C2C(=O)NC(=N)S2,CDKN1B,darbufelone results in increased expression of CDKN1B mRNA,increases^expression,332.467,332.467,332.155848,3.9085,-4.353,4,3,252.21,0.28028,98.48,0.14493,none,none,none,none,0.43478,0.43475,0.73864,1,23,5,0,5,0,3,2,6,10,2,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
brassinolide,CC(C)C(C)C(C(C(C)C1CCC2C1(CCC3C2COC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,TP53,brassinolide results in increased expression of TP53 protein,increases^expression,480.683,480.683,480.34509,3.2214,-4.829,6,4,353.35,0.2135,107.22,-0.87999,none,none,none,none,0.47059,0.52143,0.93749,1,34,6,0,6,13,5,4,0,32,4,3,1,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,0
STA 9090,CC(C)C1=C(C=C(C(=C1)C2=NNC(=O)N2C3=CC4=C(C=C3)N(C=C4)C)O)O,MYC,STA 9090 results in decreased expression of MYC protein,decreases^expression,364.404,364.404,364.153541,3.4394,-4.722,7,3,267.78,0.27123,90.09,3.9545,none,none,none,none,0.48148,0.39103,0.88608,1,27,7,0,7,0,3,4,15,6,4,2,2,0,1,3,0,0,2,0,1,1,1,0,0,0,1,0,0
trichodesmine,CC(C)C1C(=O)OC2CCN3C2C(=CC3)COC(=O)C(C1(C)O)(C)O,H2AX,trichodesmine results in increased expression of H2AX protein,increases^expression,353.413,353.413,353.183839,0.5349,-1.433,7,2,251.11,0.30198,96.3,6.0667,high,none,none,none,0.36,0.3013,0.91096,1,25,7,0,7,5,1,3,0,19,2,0,2,1,2,0,0,0,0,1,2,0,0,1,1,0,0,1,0
StemRegenin 1,CC(C)N1C=NC2=C(N=C(N=C21)C3=CSC4=CC=CC=C43)NCCC5=CC=C(C=C5)O,IL6,StemRegenin 1 results in increased activity of [KITL protein co-treated with THPO protein co-treated with FLT3LG protein co-treated with IL6 protein],affects^cotreatment|increases^activity,429.547,429.547,429.16233,4.838,-6.359,6,2,325.75,0.26002,104.1,2.7324,none,none,none,none,0.51613,0.33495,0.87211,1,31,7,0,7,0,6,5,24,6,5,2,3,0,0,5,0,0,2,0,0,3,0,1,0,1,4,1,0
sapanisertib,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N,MYC,sapanisertib results in decreased expression of MYC protein,decreases^expression,309.332,309.332,309.133808,1.6302,-5.216,8,2,230.21,0.4144,121.67,2.3363,none,none,none,none,0.47826,0.29747,0.8878,1,23,8,0,8,0,2,4,18,3,4,1,3,0,0,4,0,0,1,0,0,3,0,2,0,2,5,1,0
PP242,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(N3)C=CC(=C4)O)N,MTOR,PP242 results in decreased activity of MTOR protein,decreases^activity,308.344,308.344,308.138559,1.7109,-3.945,7,3,229.16,0.35844,105.64,3.3452,none,none,none,none,0.47826,0.26478,0.89932,1,23,7,0,7,0,2,4,18,4,4,1,3,0,0,4,0,0,1,0,0,3,0,1,0,1,5,0,0
"5-chloro-N2-(1-(5-fluoropyridin-2-yl)ethyl)-N4-(5-isopropoxy-1H-pyrazol-3-yl)pyrimidine-2,4-diamine",CC(C)OC1=NNC(=C1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=C3)F,MAPK1,"5-chloro-N2-(1-(5-fluoropyridin-2-yl)ethyl)-N4-(5-isopropoxy-1H-pyrazol-3-yl)pyrimidine-2,4-diamine results in decreased phosphorylation of MAPK1 protein",decreases^phosphorylation,391.837,391.837,391.132363,2.7514,-5.038,8,3,293.86,0.30896,100.64,1.3484,none,none,none,none,0.62963,0.36049,0.79328,1,27,10,0,10,1,7,3,17,6,3,0,3,0,0,3,0,0,0,0,0,3,0,2,0,2,5,2,0
Crizotinib,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,AKT1,Crizotinib results in decreased phosphorylation of AKT1 protein,decreases^phosphorylation,450.344,450.344,449.118542,3.5382,-5.264,6,2,325.47,0.20137,77.99,3.1708,none,none,none,none,0.53333,0.32611,0.86954,1,30,9,0,9,1,5,4,17,9,4,1,3,1,1,3,0,0,1,1,1,2,0,2,1,1,3,2,0
103D5R,CC(C1=C(C2=C(C=C1)OC(C=C2)(C)C)OC)N3C=NC4=C3C=CC=N4,AKT1,103D5R results in decreased phosphorylation of AKT1 protein,decreases^phosphorylation,335.406,335.406,335.163377,4.0763,-5.486,5,0,259.29,0.18824,49.17,0.27496,none,none,none,none,0.52,0.37973,0.8972,1,25,5,0,5,1,3,4,15,8,4,1,3,0,1,3,0,0,1,0,1,2,0,0,0,0,3,1,0
PKI 166,CC(C1=CC=CC=C1)NC2=NC=NC3=C2C=C(N3)C4=CC=C(C=C4)O,CCND1,[PKI 166 co-treated with PD 173074] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,330.39,330.39,330.148061,3.5264,-5.443,5,3,257.04,0.23533,73.83,1.819,none,none,none,none,0.6,0.29955,0.83016,1,25,5,0,5,1,4,4,21,3,4,2,2,0,0,4,0,0,2,0,0,2,0,1,0,1,3,0,0
maxacalcitol,CC(C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)OCCC(C)(C)O,RB1,maxacalcitol results in decreased phosphorylation of RB1 protein,decreases^phosphorylation,418.615,418.615,418.30831,4.6499,-4.475,4,3,330.42,0.1492,69.92,-4.767,none,none,none,none,0.53333,0.43125,0.8444,1,30,4,0,4,6,6,3,0,24,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0
bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,TP53,bicalutamide inhibits the reaction [bisphenol A results in increased phosphorylation of TP53 protein],decreases^reaction|increases^phosphorylation,430.377,430.377,430.06104,2.1426,-5.084,6,2,291.11,0.27392,115.64,-11.827,none,none,low,none,0.55172,0.56564,0.79764,1,29,11,0,11,1,6,2,12,6,2,2,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0
praeruptorin A,CC=C(C)C(=O)OC1C(C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C)OC(=O)C,MAPK3,praeruptorin A results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,386.399,386.399,386.136555,3.342,-3.803,7,0,287.43,0.27527,88.13,-6.0512,none,none,none,high,0.42857,0.34952,0.9576,1,28,7,0,7,2,5,3,6,12,3,1,2,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0
leptocarpin,CC=C(C)C(=O)OC1CC2(C(O2)CC(C(=CC3C1C(=C)C(=O)O3)C)O)C,RELA,leptocarpin inhibits the reaction [TNF protein results in increased activity of RELA protein],decreases^reaction|increases^activity,362.42,362.42,362.17294,2.4565,-3.016,6,1,274.14,0.28026,85.36,-7.5517,none,none,none,high,0.46154,0.32288,0.90219,1,26,6,0,6,6,3,3,0,16,2,0,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
seneciphylline,CC=C1CC(=C)C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O,H2AX,seneciphylline results in increased expression of H2AX protein,increases^expression,333.383,333.383,333.157624,1.969,-1.632,6,1,246.05,0.25495,76.07,1.5605,high,none,none,high,0.375,0.26015,0.8598,1,24,6,0,6,3,0,3,0,14,2,0,2,1,2,0,0,0,0,1,2,0,0,1,1,0,0,1,0
riddelliine,CC=C1CC(=C)C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O,CDK1,[CYP3A4 protein results in increased metabolism of riddelliine] which results in decreased expression of CDK1 mRNA,decreases^expression|increases^metabolic processing,349.382,349.382,349.152539,1.0423,-1.125,7,2,253.9,0.29866,96.3,0.70099,high,none,none,high,0.4,0.29234,0.86692,1,25,7,0,7,3,1,3,0,15,2,0,2,1,2,0,0,0,0,1,2,0,0,1,1,0,0,1,0
senkirkine,CC=C1CC(C(C(=O)OCC2=CCN(CCC(C2=O)OC1=O)C)(C)O)C,H2AX,senkirkine results in increased expression of H2AX protein,increases^expression,365.424,365.424,365.183839,1.5198,-1.427,7,1,279.07,0.27151,93.14,7.503,low,none,none,high,0.42308,0.37839,0.82626,1,26,7,0,7,3,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
senecionine,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O)C,TP53,senecionine results in increased expression of TP53 mRNA,increases^expression,335.399,335.399,335.173274,1.7664,-1.729,6,1,248.06,0.25288,76.07,5.942,high,none,none,high,0.375,0.25837,0.8577,1,24,6,0,6,4,0,3,0,16,2,0,2,1,2,0,0,0,0,1,2,0,0,1,1,0,0,1,0
retrorsine,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C,H2AX,retrorsine results in increased expression of H2AX protein,increases^expression,351.398,351.398,351.168189,0.8397,-1.222,7,2,255.91,0.29632,96.3,4.9272,high,none,none,high,0.4,0.29071,0.86492,1,25,7,0,7,4,1,3,0,17,2,0,2,1,2,0,0,0,0,1,2,0,0,1,1,0,0,1,0
enzalutamide,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,MYC,enzalutamide affects the expression of MYC mRNA,affects^expression,464.442,464.442,464.093008,3.5872,-6.165,6,1,324.5,0.26564,108.53,-7.4989,none,none,none,none,0.5,0.4724,0.88404,1,32,11,0,11,0,4,3,12,6,3,2,1,1,1,2,0,0,2,1,1,0,2,0,0,0,0,0,0
INCB057643,CC1(C(=O)N(C2=CC(=CC(=C2O1)C3=CN(C(=O)C4=C3C=CN4)C)S(=O)(=O)C)C)C,TP53,[INCB057643 co-treated with selinexor] results in increased expression of TP53 protein,affects^cotreatment|increases^expression,415.469,415.469,415.120192,0.5127,-3.534,8,1,286.69,0.2991,108.16,3.6174,none,none,none,high,0.37931,0.30285,0.98291,1,29,9,0,9,0,2,4,11,8,4,1,3,0,2,2,0,0,1,0,2,1,2,0,0,0,1,0,0
4'-O-methylalpinumisoflavone,CC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C(=CO3)C4=CC=C(C=C4)OC)C,CDKN1A,4'-O-methylalpinumisoflavone inhibits the reaction [Oxygen deficiency results in increased expression of CDKN1A mRNA],decreases^reaction|increases^expression,350.369,350.369,350.115425,3.2753,-4.596,5,1,258.52,0.21716,64.99,-1.1141,none,none,high,none,0.57692,0.29614,0.89639,1,26,5,0,5,0,2,4,12,8,4,2,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0
tephrosin,CC1(C=CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4(C3=O)O)OC)OC)C,AKT1,tephrosin inhibits the reaction [EGF protein affects the phosphorylation of AKT1 protein],affects^phosphorylation|decreases^reaction,410.421,410.421,410.136555,3.1208,-4.702,7,1,289.24,0.26324,83.45,-0.5243,none,none,high,none,0.5,0.19961,1.0047,1,30,7,0,7,2,2,5,12,14,5,2,3,0,3,2,0,0,2,0,3,0,0,0,0,0,0,0,0
obacunone,CC1(C2CC(=O)C3(C(C2(C=CC(=O)O1)C)CCC4(C35C(O5)C(=O)OC4C6=COC=C6)C)C)C,TP53,obacunone results in increased expression of TP53 protein,increases^expression,454.517,454.517,454.199155,1.885,-4.27,7,0,317.48,0.28625,95.34,-5.7987,none,none,none,none,0.39394,0.31995,1.0777,1,33,7,0,7,8,1,6,5,20,7,2,5,5,6,1,2,2,0,3,4,1,0,0,0,0,0,0,0
