GeneSymbol,SMILES,ChemicalName,Interaction,InteractionActions,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens
CDK6,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,dioscin,dioscin results in decreased expression of CDK6 mRNA,decreases^expression,869.051,869.051,868.48204,1.2235,-5.693,16,8,591.16,0.31261,235.68,1.4564,none,none,none,none,0.42623,0.41789,1.0686,1,61,16,0,16,26,7,9,0,59,9,4,5,8,9,0,3,4,0,5,5,0,0,0,0,0,0,0,0
CDK6,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,dioscin,dioscin results in decreased expression of CDK6 protein,decreases^expression,869.051,869.051,868.48204,1.2235,-5.693,16,8,591.16,0.31261,235.68,1.4564,none,none,none,none,0.42623,0.41789,1.0686,1,61,16,0,16,26,7,9,0,59,9,4,5,8,9,0,3,4,0,5,5,0,0,0,0,0,0,0,0
CHEK1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,dioscin,dioscin results in decreased expression of CHEK1 mRNA,decreases^expression,869.051,869.051,868.48204,1.2235,-5.693,16,8,591.16,0.31261,235.68,1.4564,none,none,none,none,0.42623,0.41789,1.0686,1,61,16,0,16,26,7,9,0,59,9,4,5,8,9,0,3,4,0,5,5,0,0,0,0,0,0,0,0
CHEK1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,dioscin,dioscin results in decreased expression of CHEK1 protein,decreases^expression,869.051,869.051,868.48204,1.2235,-5.693,16,8,591.16,0.31261,235.68,1.4564,none,none,none,none,0.42623,0.41789,1.0686,1,61,16,0,16,26,7,9,0,59,9,4,5,8,9,0,3,4,0,5,5,0,0,0,0,0,0,0,0
MTOR,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,dioscin,dioscin results in decreased expression of MTOR mRNA,decreases^expression,869.051,869.051,868.48204,1.2235,-5.693,16,8,591.16,0.31261,235.68,1.4564,none,none,none,none,0.42623,0.41789,1.0686,1,61,16,0,16,26,7,9,0,59,9,4,5,8,9,0,3,4,0,5,5,0,0,0,0,0,0,0,0
TGFB1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,dioscin,dioscin inhibits the reaction [TGFB1 protein results in increased phosphorylation of AKT1 protein],decreases^reaction|increases^phosphorylation,869.051,869.051,868.48204,1.2235,-5.693,16,8,591.16,0.31261,235.68,1.4564,none,none,none,none,0.42623,0.41789,1.0686,1,61,16,0,16,26,7,9,0,59,9,4,5,8,9,0,3,4,0,5,5,0,0,0,0,0,0,0,0
FOXO1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,dioscin,dioscin results in increased expression of FOXO1 mRNA,increases^expression,869.051,869.051,868.48204,1.2235,-5.693,16,8,591.16,0.31261,235.68,1.4564,none,none,none,none,0.42623,0.41789,1.0686,1,61,16,0,16,26,7,9,0,59,9,4,5,8,9,0,3,4,0,5,5,0,0,0,0,0,0,0,0
PIK3CB,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,dioscin,dioscin results in decreased expression of PIK3CB mRNA,decreases^expression,869.051,869.051,868.48204,1.2235,-5.693,16,8,591.16,0.31261,235.68,1.4564,none,none,none,none,0.42623,0.41789,1.0686,1,61,16,0,16,26,7,9,0,59,9,4,5,8,9,0,3,4,0,5,5,0,0,0,0,0,0,0,0
MAPK9,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,dioscin,dioscin results in increased expression of MAPK9 mRNA,increases^expression,869.051,869.051,868.48204,1.2235,-5.693,16,8,591.16,0.31261,235.68,1.4564,none,none,none,none,0.42623,0.41789,1.0686,1,61,16,0,16,26,7,9,0,59,9,4,5,8,9,0,3,4,0,5,5,0,0,0,0,0,0,0,0
AKT1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)OC9C(C(C(C(O9)C)O)O)O)O)O)O)OC2C(C(C(C(O2)C)O)O)O)C)C)C)OC1,formosanin C,Chloroquine inhibits the reaction [formosanin C results in decreased phosphorylation of AKT1 protein],decreases^phosphorylation|decreases^reaction,1015.19,1015.19,1014.53995,0.3131,-5.9,20,10,685.12,0.33717,294.6,-1.4436,none,none,none,none,0.43662,0.42985,1.0899,1,71,20,0,20,31,9,10,0,69,10,4,6,9,10,0,3,4,0,6,6,0,0,0,0,0,0,0,0
AKT1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)OC9C(C(C(C(O9)C)O)O)O)O)O)O)OC2C(C(C(C(O2)C)O)O)O)C)C)C)OC1,formosanin C,formosanin C results in decreased phosphorylation of AKT1 protein,decreases^phosphorylation,1015.19,1015.19,1014.53995,0.3131,-5.9,20,10,685.12,0.33717,294.6,-1.4436,none,none,none,none,0.43662,0.42985,1.0899,1,71,20,0,20,31,9,10,0,69,10,4,6,9,10,0,3,4,0,6,6,0,0,0,0,0,0,0,0
MTOR,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)OC9C(C(C(C(O9)C)O)O)O)O)O)O)OC2C(C(C(C(O2)C)O)O)O)C)C)C)OC1,formosanin C,Chloroquine inhibits the reaction [formosanin C results in decreased phosphorylation of MTOR protein],decreases^phosphorylation|decreases^reaction,1015.19,1015.19,1014.53995,0.3131,-5.9,20,10,685.12,0.33717,294.6,-1.4436,none,none,none,none,0.43662,0.42985,1.0899,1,71,20,0,20,31,9,10,0,69,10,4,6,9,10,0,3,4,0,6,6,0,0,0,0,0,0,0,0
MTOR,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)OC9C(C(C(C(O9)C)O)O)O)O)O)O)OC2C(C(C(C(O2)C)O)O)O)C)C)C)OC1,formosanin C,formosanin C results in decreased phosphorylation of MTOR protein,decreases^phosphorylation,1015.19,1015.19,1014.53995,0.3131,-5.9,20,10,685.12,0.33717,294.6,-1.4436,none,none,none,none,0.43662,0.42985,1.0899,1,71,20,0,20,31,9,10,0,69,10,4,6,9,10,0,3,4,0,6,6,0,0,0,0,0,0,0,0
MAPK3,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)NC1,tomatidine,tomatidine results in decreased phosphorylation of MAPK3 protein,decreases^phosphorylation,415.659,415.659,415.345029,4.8424,-5.707,3,2,304.44,0.11352,41.49,2.2008,none,none,low,none,0.53333,0.27867,0.93749,1,30,3,0,3,12,0,6,0,30,6,4,2,6,6,0,4,4,0,2,2,0,0,0,0,0,0,1,0
RELA,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)NC1,tomatidine,tomatidine results in decreased expression of RELA protein,decreases^expression,415.659,415.659,415.345029,4.8424,-5.707,3,2,304.44,0.11352,41.49,2.2008,none,none,low,none,0.53333,0.27867,0.93749,1,30,3,0,3,12,0,6,0,30,6,4,2,6,6,0,4,4,0,2,2,0,0,0,0,0,0,1,0
MAPK1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)NC1,tomatidine,tomatidine results in decreased phosphorylation of MAPK1 protein,decreases^phosphorylation,415.659,415.659,415.345029,4.8424,-5.707,3,2,304.44,0.11352,41.49,2.2008,none,none,low,none,0.53333,0.27867,0.93749,1,30,3,0,3,12,0,6,0,30,6,4,2,6,6,0,4,4,0,2,2,0,0,0,0,0,0,1,0
JUN,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,asparanin A,asparanin A results in increased expression of JUN mRNA,increases^expression,740.924,740.924,740.434695,1.3117,-5.243,13,7,506.6,0.29945,196.99,-5.436,none,none,none,none,0.46154,0.41011,1.0411,1,52,13,0,13,22,6,8,0,52,8,4,4,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0
MAPK14,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,asparanin A,asparanin A results in decreased expression of MAPK14 mRNA,decreases^expression,740.924,740.924,740.434695,1.3117,-5.243,13,7,506.6,0.29945,196.99,-5.436,none,none,none,none,0.46154,0.41011,1.0411,1,52,13,0,13,22,6,8,0,52,8,4,4,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0
MAPK3,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,asparanin A,asparanin A results in decreased expression of and results in decreased phosphorylation of MAPK3 protein,decreases^expression|decreases^phosphorylation,740.924,740.924,740.434695,1.3117,-5.243,13,7,506.6,0.29945,196.99,-5.436,none,none,none,none,0.46154,0.41011,1.0411,1,52,13,0,13,22,6,8,0,52,8,4,4,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0
MAPK11,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,asparanin A,asparanin A results in increased expression of MAPK11 mRNA,increases^expression,740.924,740.924,740.434695,1.3117,-5.243,13,7,506.6,0.29945,196.99,-5.436,none,none,none,none,0.46154,0.41011,1.0411,1,52,13,0,13,22,6,8,0,52,8,4,4,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0
RELA,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,timosaponin AIII,timosaponin AIII inhibits the reaction [TNF protein results in increased phosphorylation of and results in increased activity of RELA protein],decreases^reaction|increases^activity|increases^phosphorylation,740.924,740.924,740.434695,1.3117,-5.243,13,7,506.6,0.29945,196.99,-5.436,none,none,none,none,0.46154,0.41011,1.0411,1,52,13,0,13,22,6,8,0,52,8,4,4,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0
MAPK1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,asparanin A,asparanin A results in decreased expression of and results in decreased phosphorylation of MAPK1 protein,decreases^expression|decreases^phosphorylation,740.924,740.924,740.434695,1.3117,-5.243,13,7,506.6,0.29945,196.99,-5.436,none,none,none,none,0.46154,0.41011,1.0411,1,52,13,0,13,22,6,8,0,52,8,4,4,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0
PIK3CA,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,asparanin A,asparanin A results in decreased expression of PIK3CA mRNA,decreases^expression,740.924,740.924,740.434695,1.3117,-5.243,13,7,506.6,0.29945,196.99,-5.436,none,none,none,none,0.46154,0.41011,1.0411,1,52,13,0,13,22,6,8,0,52,8,4,4,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0
PIK3CB,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,asparanin A,asparanin A results in decreased expression of PIK3CB mRNA,decreases^expression,740.924,740.924,740.434695,1.3117,-5.243,13,7,506.6,0.29945,196.99,-5.436,none,none,none,none,0.46154,0.41011,1.0411,1,52,13,0,13,22,6,8,0,52,8,4,4,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0
MAP2K6,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,asparanin A,asparanin A results in decreased expression of MAP2K6 mRNA,decreases^expression,740.924,740.924,740.434695,1.3117,-5.243,13,7,506.6,0.29945,196.99,-5.436,none,none,none,none,0.46154,0.41011,1.0411,1,52,13,0,13,22,6,8,0,52,8,4,4,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0
MAPK9,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,asparanin A,asparanin A results in decreased expression of MAPK9 mRNA,decreases^expression,740.924,740.924,740.434695,1.3117,-5.243,13,7,506.6,0.29945,196.99,-5.436,none,none,none,none,0.46154,0.41011,1.0411,1,52,13,0,13,22,6,8,0,52,8,4,4,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0
MAP2K4,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,asparanin A,asparanin A results in decreased expression of MAP2K4 mRNA,decreases^expression,740.924,740.924,740.434695,1.3117,-5.243,13,7,506.6,0.29945,196.99,-5.436,none,none,none,none,0.46154,0.41011,1.0411,1,52,13,0,13,22,6,8,0,52,8,4,4,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0
TGFB3,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,asparanin A,asparanin A results in decreased expression of TGFB3 mRNA,decreases^expression,740.924,740.924,740.434695,1.3117,-5.243,13,7,506.6,0.29945,196.99,-5.436,none,none,none,none,0.46154,0.41011,1.0411,1,52,13,0,13,22,6,8,0,52,8,4,4,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0
IL6,CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O,patchouli alcohol,patchouli alcohol inhibits the reaction [TNF protein results in increased expression of IL6 mRNA],decreases^reaction|increases^expression,222.37,222.37,222.198365,3.263,-3.456,1,1,165.92,0.078954,20.23,-1.3831,none,none,none,none,0.4375,0.36057,0.77181,1,16,1,0,1,5,0,3,0,16,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0
IL6,CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O,patchouli alcohol,patchouli alcohol inhibits the reaction [TNF protein results in increased expression of IL6 protein],decreases^reaction|increases^expression,222.37,222.37,222.198365,3.263,-3.456,1,1,165.92,0.078954,20.23,-1.3831,none,none,none,none,0.4375,0.36057,0.77181,1,16,1,0,1,5,0,3,0,16,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0
RELA,CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O,patchouli alcohol,patchouli alcohol inhibits the reaction [TNF protein affects the localization of RELA protein],affects^localization|decreases^reaction,222.37,222.37,222.198365,3.263,-3.456,1,1,165.92,0.078954,20.23,-1.3831,none,none,none,none,0.4375,0.36057,0.77181,1,16,1,0,1,5,0,3,0,16,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0
TP53,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[[Air Pollutants results in increased abundance of Particulate Matter] which co-treated with Calcimycin] affects the expression of TP53 mRNA,affects^cotreatment|affects^expression|increases^abundance,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
TP53,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Calcimycin results in increased expression of TP53 mRNA,increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,"3'(R)-O-beta-D-glucopyranosyl-3',4'-dihydroxanthyletin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA]",affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Calcimycin co-treated with phorbol-12-myristate] results in increased expression of IL6 protein,affects^cotreatment|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Calcimycin co-treated with Tetradecanoylphorbol Acetate] results in increased expression of IL6 mRNA,affects^cotreatment|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Calcimycin inhibits the reaction [Calcium promotes the reaction [Histamine results in increased expression of IL6 protein]],decreases^reaction|increases^expression|increases^reaction,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Calcimycin results in increased expression of IL6 mRNA,increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Calcimycin results in increased secretion of IL6 protein,increases^secretion,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,chrysin inhibits the reaction [[Calcimycin co-treated with Tetradecanoylphorbol Acetate] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Dexamethasone inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 protein],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,fisetin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,fisetin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased secretion of IL6 protein],affects^cotreatment|decreases^reaction|increases^secretion,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,fraxetin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,galangin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,geraniol inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of and results in increased secretion of IL6 protein],affects^cotreatment|decreases^reaction|increases^expression|increases^secretion,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,geraniol inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,isopraeroside IV inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
