GeneSymbol,SMILES,ChemicalName,Interaction,InteractionActions,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens
CEBPB,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.N#[O+].[Fe+2],Nitroprusside,"1,3-dihydroxy-4,4,5,5-tetramethyl-2-(4-carboxyphenyl)tetrahydroimidazole inhibits the reaction [Nitroprusside results in increased expression of CEBPB protein alternative form]",decreases^reaction|increases^expression,215.941,30.006,29.997989,0,-0.53,2,0,13.56,1,23.79,-5.7875,none,none,none,none,1,0,0,7,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEBPB,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.N#[O+].[Fe+2],Nitroprusside,Nitroprusside results in increased expression of CEBPB protein alternative form,increases^expression,215.941,30.006,29.997989,0,-0.53,2,0,13.56,1,23.79,-5.7875,none,none,none,none,1,0,0,7,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK3,[Cd]=[Te],cadmium telluride,cadmium telluride analog results in increased activity of MAPK3 protein,increases^activity,240.01,240.01,243.809586,0,-0.53,0,0,0,0,0,-1,low,high,low,low,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK1,[Cd]=[Te],cadmium telluride,cadmium telluride analog results in increased activity of MAPK1 protein,increases^activity,240.01,240.01,243.809586,0,-0.53,0,0,0,0,0,-1,low,high,low,low,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT1,[CH2-]C1CCCCC1[CH2-].C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O.C1=C(C(=O)NC(=O)N1)F.C(=O)(C(=O)O)O.[Pt+2],Folfox protocol,Curcumin promotes the reaction [Folfox protocol results in decreased expression of and results in decreased phosphorylation of and results in decreased activity of AKT1 protein],decreases^activity|decreases^expression|decreases^phosphorylation|increases^reaction,998.835,473.445,473.165898,-2.2121,-4.076,14,7,340.09,0.49272,215.55,-6.7653,none,none,none,none,0.58824,0.57343,0.86255,5,34,14,0,14,2,9,3,6,8,3,1,2,0,2,1,0,0,1,0,2,0,3,1,0,1,0,1,2
AKT1,[CH2-]C1CCCCC1[CH2-].C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O.C1=C(C(=O)NC(=O)N1)F.C(=O)(C(=O)O)O.[Pt+2],Folfox protocol,Folfox protocol results in decreased expression of and results in decreased phosphorylation of and results in decreased activity of AKT1 protein,decreases^activity|decreases^expression|decreases^phosphorylation,998.835,473.445,473.165898,-2.2121,-4.076,14,7,340.09,0.49272,215.55,-6.7653,none,none,none,none,0.58824,0.57343,0.86255,5,34,14,0,14,2,9,3,6,8,3,1,2,0,2,1,0,0,1,0,2,0,3,1,0,1,0,1,2
MAPK3,[Cl-].[Cl-].[Ca+2],Calcium Chloride,Calcium Chloride results in increased expression of MAPK3 protein,increases^expression,110.984,40.078,39.962591,0,-0.53,0,0,0,0,0,-2.0875,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFB1,[Cl-].[Cl-].[Ca+2],Calcium Chloride,Calcium Chloride results in decreased expression of TGFB1 protein,decreases^expression,110.984,40.078,39.962591,0,-0.53,0,0,0,0,0,-2.0875,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[3-methyladenine co-treated with cobaltous chloride co-treated with TP53 gene mutant form] results in increased activity of CASP3 protein,affects^cotreatment|increases^activity,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,3-methyladenine inhibits the reaction [[cobaltous chloride co-treated with TP53 gene mutant form] results in increased activity of CTSB protein],affects^cotreatment|decreases^reaction|increases^activity,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,Acetylcysteine inhibits the reaction [cobaltous chloride results in increased expression of and results in increased activity of TP53 protein],decreases^reaction|increases^activity|increases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[bafilomycin A1 co-treated with cobaltous chloride co-treated with TP53 gene mutant form] results in increased activity of CASP3 protein,affects^cotreatment|increases^activity,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,bafilomycin A1 inhibits the reaction [[cobaltous chloride co-treated with TP53 gene mutant form] results in increased activity of CTSB protein],affects^cotreatment|decreases^reaction|increases^activity,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cobaltous chloride co-treated with TP53 gene mutant form] results in decreased expression of and results in decreased phosphorylation of TP53 protein,affects^cotreatment|decreases^expression|decreases^phosphorylation,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cobaltous chloride co-treated with TP53 gene mutant form] results in decreased expression of BBC3 protein,affects^cotreatment|decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cobaltous chloride co-treated with TP53 gene mutant form] results in decreased expression of TP53 protein,affects^cotreatment|decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cobaltous chloride co-treated with TP53 gene mutant form] results in decreased expression of TP53 protein modified form,affects^cotreatment|decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cobaltous chloride co-treated with TP53 gene mutant form] results in increased activity of CASP3 protein,affects^cotreatment|increases^activity,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cobaltous chloride co-treated with TP53 gene mutant form] results in increased activity of CTSB protein,affects^cotreatment|increases^activity,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cobaltous chloride co-treated with TP53 gene mutant form] results in increased expression of ATG12 protein,affects^cotreatment|increases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cobaltous chloride co-treated with TP53 gene mutant form] results in increased expression of BECN1 protein,affects^cotreatment|increases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cobaltous chloride co-treated with TP53 gene mutant form] results in increased expression of CDKN1A protein,affects^cotreatment|increases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride inhibits the reaction [Doxorubicin results in increased phosphorylation of and results in increased activity of TP53 protein],decreases^reaction|increases^activity|increases^phosphorylation,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride inhibits the reaction [[Doxorubicin results in increased phosphorylation of and results in increased activity of TP53 protein] which results in increased expression of BAX mRNA],decreases^reaction|increases^activity|increases^expression|increases^phosphorylation,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride inhibits the reaction [[Doxorubicin results in increased phosphorylation of and results in increased activity of TP53 protein] which results in increased expression of BBC3 mRNA],decreases^reaction|increases^activity|increases^expression|increases^phosphorylation,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride inhibits the reaction [HIPK2 protein promotes the reaction [Doxorubicin results in increased phosphorylation of and results in increased activity of TP53 protein]],decreases^reaction|increases^activity|increases^phosphorylation|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride promotes the reaction [TP53 protein mutant form binds to COL13A1 gene],affects^binding|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride promotes the reaction [TP53 protein mutant form binds to COL7A1 gene],affects^binding|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride promotes the reaction [TP53 protein mutant form binds to HIF1A protein],affects^binding|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride promotes the reaction [TP53 protein mutant form binds to [HIF1A protein binds to ARNT protein]],affects^binding|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride promotes the reaction [TP53 protein mutant form binds to SMARCA4 protein],affects^binding|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride promotes the reaction [TP53 protein mutant form binds to SMARCC1 protein],affects^binding|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in decreased activity of TP53 protein,decreases^activity,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cobaltous chloride results in decreased activity of TP53 protein] inhibits the reaction [TP53 protein binds to TP53 gene],affects^binding|decreases^activity|decreases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cobaltous chloride results in decreased activity of TP63 protein] inhibits the reaction [TP63 protein binds to TP53 gene],affects^binding|decreases^activity|decreases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cobaltous chloride results in decreased activity of TP73 protein] inhibits the reaction [TP73 protein binds to TP53 gene],affects^binding|decreases^activity|decreases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in increased expression of and results in increased activity of TP53 protein,increases^activity|increases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in increased expression of and results in increased phosphorylation of TP53 protein,increases^expression|increases^phosphorylation,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in increased expression of TP53 mRNA,increases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in increased expression of TP53 protein,increases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in increased stability of TP53 protein,increases^stability,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,Ditiocarb inhibits the reaction [cobaltous chloride results in increased expression of and results in increased activity of TP53 protein],decreases^reaction|increases^activity|increases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,HIF1A protein promotes the reaction [cobaltous chloride promotes the reaction [TP53 protein mutant form binds to COL7A1 gene]],affects^binding|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,MDM2 protein promotes the reaction [cobaltous chloride inhibits the reaction [HIPK2 protein promotes the reaction [Doxorubicin results in increased phosphorylation of and results in increased activity of TP53 protein]]],decreases^reaction|increases^activity|increases^phosphorylation|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,peoniflorin inhibits the reaction [cobaltous chloride results in increased expression of TP53 mRNA],decreases^reaction|increases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[pifithrin co-treated with cobaltous chloride] results in increased expression of and affects the localization of TP53 protein,affects^cotreatment|affects^localization|increases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,TP53 gene mutant form promotes the reaction [cobaltous chloride results in increased expression of HIF1A protein],increases^expression|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,[TP53 protein co-treated with cobaltous chloride] affects the localization of AIFM1 protein,affects^cotreatment|affects^localization,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,TP53 protein promotes the reaction [cobaltous chloride results in increased activity of CASP3 protein],increases^activity|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,TP53 protein promotes the reaction [cobaltous chloride results in increased activity of CASP9 protein],increases^activity|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53,[Cl-].[Cl-].[Co+2],cobaltous chloride,zinc chloride inhibits the reaction [cobaltous chloride inhibits the reaction [Doxorubicin results in increased phosphorylation of and results in increased activity of TP53 protein]],decreases^reaction|increases^activity|increases^phosphorylation,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYC,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride affects the expression of MYC mRNA,affects^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYC,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in decreased expression of MYC mRNA,decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYC,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in decreased expression of MYC protein,decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK1,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in decreased expression of CDK1 mRNA,decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK2,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in decreased expression of CDK2 mRNA,decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCND1,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in decreased expression of CCND1 mRNA,decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNB1,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in decreased expression of CCNB1 mRNA,decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNA2,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in decreased expression of CCNA2 mRNA,decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EZH2,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in decreased expression of EZH2 mRNA,decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EZH2,[Cl-].[Cl-].[Co+2],cobaltous chloride,EZH2 mRNA promotes the reaction [cobaltous chloride deficiency results in decreased expression of DICER1 mRNA],decreases^expression|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT1,[Cl-].[Cl-].[Co+2],cobaltous chloride,AKT1 protein affects the reaction [cobaltous chloride results in increased secretion of CXCL8 protein],affects^reaction|increases^secretion,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT1,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in decreased expression of AKT1 mRNA,decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT1,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in increased phosphorylation of AKT1 protein,increases^phosphorylation,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK4,[Cl-].[Cl-].[Co+2],cobaltous chloride,cobaltous chloride results in decreased expression of CDK4 mRNA,decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNA1,[Cl-].[Cl-].[Co+2],cobaltous chloride,[cadmium sulfate co-treated with cobaltous chloride co-treated with lead chloride] results in decreased expression of CCNA1 mRNA,affects^cotreatment|decreases^expression,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2AX,[Cl-].[Cl-].[Co+2],cobaltous chloride,Acetylcysteine inhibits the reaction [cobaltous chloride promotes the reaction [nickel chloride results in increased phosphorylation of H2AX protein]],decreases^reaction|increases^phosphorylation|increases^reaction,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2AX,[Cl-].[Cl-].[Co+2],cobaltous chloride,Acetylcysteine inhibits the reaction [cobaltous chloride results in increased phosphorylation of H2AX protein],decreases^reaction|increases^phosphorylation,129.839,58.933,58.933198,0,-0.53,0,0,0,0,0,-1,none,none,none,none,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
